state,county,tract,geoid,f_broadband,f_computer,f_ba,f_black,f_hispanic,log_mhi,mhi,population,households,broadband,computer,black,hispanic,mhi.1,ba,den_computers,n_computer,n_broadband,den_black,n_black,den_hispanic,n_hispanic,den_ba,n_ba,nhh_computer,nhh_broadband,nhh_computer_any_internet,nhh_computer_and_dialup,nhh_computer_and_broadband,nhh_computer_no_internet,nhh_no_computer,den_age,n_children,n_children_computer,n_children_computer_and_dialup,n_children_computer_and_broadband,n_children_computer_no_internet,n_children_no_computer,state_lkp
12,57,5500,12057005500,0.909,0.948,0.696,0.069,0.14800000000000002,11.5,98933.0,2851.0,1709.0,90.9,94.8,6.9,14.8,98933.0,69.6,1709.0,1620.0,1554.0,2851.0,196.0,2851.0,423.0,2446.0,1703.0,1620,1554,1620,0,1541,79,89,2820,280,280,0,280,0,0,12
12,57,5700,12057005700,0.883,0.935,0.565,0.061,0.18100000000000002,11.07,64041.0,4083.0,2196.0,88.3,93.5,6.1,18.1,64041.0,56.5,2196.0,2054.0,1939.0,4083.0,248.0,4083.0,740.0,3192.0,1805.0,2054,1939,2054,0,1924,130,142,4020,565,565,0,565,0,0,12
12,57,5800,12057005800,0.924,0.971,0.7090000000000001,0.016,0.177,11.56,104359.0,5082.0,2060.0,92.4,97.1,1.6,17.7,104359.0,70.9,2060.0,2001.0,1904.0,5082.0,82.0,5082.0,897.0,3423.0,2427.0,2001,1904,2001,0,1904,97,59,5077,1493,1493,0,1493,0,0,12
12,57,5900,12057005900,0.941,0.961,0.754,0.0,0.155,11.84,139295.0,6465.0,2547.0,94.1,96.1,0.0,15.5,139295.0,75.4,2547.0,2447.0,2398.0,6465.0,0.0,6465.0,1005.0,4368.0,3294.0,2447,2398,2447,0,2383,64,100,6465,1872,1872,0,1820,52,0,12
12,57,6000,12057006000,0.975,0.98,0.725,0.001,0.11800000000000001,11.87,142674.0,5698.0,2341.0,97.5,98.0,0.1,11.8,142674.0,72.5,2341.0,2295.0,2283.0,5698.0,6.0,5698.0,671.0,3974.0,2883.0,2295,2283,2295,0,2283,12,46,5682,1470,1470,0,1456,14,0,12
12,57,6101,12057006101,0.9670000000000001,0.977,0.75,0.027999999999999997,0.158,11.83,137813.0,3538.0,1582.0,96.7,97.7,2.8,15.8,137813.0,75.0,1582.0,1546.0,1530.0,3538.0,100.0,3538.0,560.0,2757.0,2069.0,1546,1530,1546,0,1530,16,36,3538,632,632,0,623,9,0,12
12,57,6103,12057006103,0.938,0.9520000000000001,0.698,0.008,0.11900000000000001,11.53,101679.0,4011.0,2237.0,93.8,95.2,0.8,11.9,101679.0,69.8,2237.0,2130.0,2099.0,4011.0,31.0,4011.0,479.0,3300.0,2303.0,2130,2099,2130,15,2099,16,107,3972,568,568,0,568,0,0,12
12,57,6200,12057006200,0.9390000000000001,0.961,0.716,0.026000000000000002,0.102,11.8,132688.0,4647.0,1707.0,93.9,96.1,2.6,10.2,132688.0,71.6,1707.0,1640.0,1603.0,4647.0,123.0,4647.0,474.0,3165.0,2266.0,1640,1603,1640,9,1603,28,67,4633,1396,1396,0,1396,0,0,12
12,57,6300,12057006300,0.932,0.966,0.643,0.045,0.098,11.73,123924.0,4613.0,1551.0,93.2,96.6,4.5,9.8,123924.0,64.3,1551.0,1499.0,1446.0,4613.0,209.0,4613.0,451.0,3052.0,1961.0,1499,1446,1499,12,1446,41,52,4613,1393,1331,0,1296,35,62,12
12,57,6400,12057006400,0.9790000000000001,0.993,0.736,0.005,0.078,11.87,142773.0,4176.0,1493.0,97.9,99.3,0.5,7.8,142773.0,73.6,1493.0,1483.0,1462.0,4176.0,20.0,4176.0,326.0,2677.0,1969.0,1483,1462,1483,0,1462,21,10,4176,1265,1265,0,1265,0,0,12
12,57,6501,12057006501,0.8220000000000001,0.919,0.313,0.16399999999999998,0.131,10.78,48194.0,3632.0,1626.0,82.2,91.9,16.4,13.1,48194.0,31.3,1626.0,1495.0,1337.0,3632.0,596.0,3632.0,475.0,2801.0,876.0,1495,1337,1495,8,1327,160,131,3557,725,725,0,725,0,0,12
12,57,6502,12057006502,0.797,0.973,0.361,0.057999999999999996,0.233,10.82,49925.0,2042.0,1249.0,79.7,97.3,5.8,23.3,49925.0,36.1,1249.0,1215.0,996.0,2042.0,119.0,2042.0,475.0,1632.0,589.0,1215,996,1215,11,996,208,34,2042,160,160,0,47,113,0,12
12,57,6600,12057006600,0.884,0.929,0.40399999999999997,0.10800000000000001,0.198,10.92,55154.0,4388.0,2140.0,88.4,92.9,10.8,19.8,55154.0,40.4,2140.0,1989.0,1891.0,4388.0,476.0,4388.0,871.0,3498.0,1414.0,1989,1891,1989,0,1881,108,151,4204,591,591,0,563,28,0,12
12,57,6700,12057006700,0.9590000000000001,0.988,0.708,0.025,0.171,11.73,124179.0,6227.0,2446.0,95.9,98.8,2.5,17.1,124179.0,70.8,2446.0,2417.0,2345.0,6227.0,157.0,6227.0,1063.0,4368.0,3092.0,2417,2345,2417,19,2330,68,29,6117,1640,1640,42,1598,0,0,12
12,57,6801,12057006801,0.856,0.91,0.469,0.048,0.16,10.92,55263.0,4469.0,2120.0,85.6,91.0,4.8,16.0,55263.0,46.9,2120.0,1929.0,1814.0,4469.0,215.0,4469.0,714.0,3668.0,1720.0,1929,1814,1929,0,1799,130,191,4469,675,675,0,675,0,0,12
12,57,6802,12057006802,0.8240000000000001,0.887,0.5589999999999999,0.037000000000000005,0.18100000000000002,11.41,90270.0,3314.0,1510.0,82.4,88.7,3.7,18.1,90270.0,55.9,1510.0,1340.0,1244.0,3314.0,122.0,3314.0,599.0,2626.0,1469.0,1340,1244,1340,6,1244,90,170,3300,592,592,0,579,13,0,12
12,57,6900,12057006900,0.8909999999999999,0.9670000000000001,0.502,0.08800000000000001,0.146,11.17,71310.0,6124.0,2458.0,89.1,96.7,8.8,14.6,71310.0,50.2,2458.0,2376.0,2190.0,6124.0,538.0,6124.0,895.0,4494.0,2256.0,2376,2190,2376,17,2182,177,82,6124,1324,1324,20,1222,82,0,12
12,57,7001,12057007001,0.887,0.915,0.311,0.129,0.14300000000000002,10.89,53514.0,3787.0,1616.0,88.7,91.5,12.9,14.3,53514.0,31.1,1616.0,1478.0,1434.0,3787.0,487.0,3787.0,543.0,3010.0,936.0,1478,1434,1478,0,1378,100,138,3787,550,490,0,473,17,60,12
12,57,7002,12057007002,0.9129999999999999,0.9790000000000001,0.19,0.34,0.249,10.53,37396.0,3669.0,1374.0,91.3,97.9,34.0,24.9,37396.0,19.0,1374.0,1345.0,1255.0,3669.0,1248.0,3669.0,914.0,2205.0,420.0,1345,1255,1345,0,1255,90,29,3669,1045,1034,0,985,49,11,12
12,57,7102,12057007102,0.8809999999999999,0.9570000000000001,0.54,0.043,0.106,11.3,80455.0,3195.0,1496.0,88.1,95.7,4.3,10.6,80455.0,54.0,1496.0,1432.0,1318.0,3195.0,136.0,3195.0,340.0,2316.0,1251.0,1432,1318,1432,35,1318,79,64,3195,559,559,37,458,64,0,12
12,57,7103,12057007103,0.867,0.88,0.249,0.1,0.16399999999999998,11.08,65000.0,4530.0,1660.0,86.7,88.0,10.0,16.4,65000.0,24.9,1660.0,1460.0,1440.0,4530.0,453.0,4530.0,741.0,3232.0,806.0,1460,1440,1460,3,1431,26,200,4530,826,826,0,826,0,0,12
12,57,7200,12057007200,0.9209999999999999,0.9670000000000001,0.455,0.149,0.11599999999999999,11.25,76520.0,4752.0,2077.0,92.1,96.7,14.9,11.6,76520.0,45.5,2077.0,2008.0,1912.0,4752.0,706.0,4752.0,551.0,3571.0,1626.0,2008,1912,2008,29,1905,74,69,4752,916,916,0,854,62,0,12
12,57,7300,12057007300,0.9740000000000001,1.0,0.36700000000000005,0.324,0.17600000000000002,11.19,72428.0,2751.0,570.0,97.4,100.0,32.4,17.6,72428.0,36.7,570.0,570.0,555.0,2751.0,891.0,2751.0,483.0,1105.0,406.0,570,555,570,0,555,15,0,2425,1188,1188,0,1151,37,0,12
12,57,10103,12057010103,0.893,0.932,0.139,0.027000000000000003,0.147,10.98,58750.0,4404.0,1494.0,89.3,93.2,2.7,14.7,58750.0,13.9,1494.0,1392.0,1334.0,4404.0,118.0,4404.0,648.0,3159.0,438.0,1392,1334,1392,0,1314,78,102,4325,992,919,0,879,40,73,12
12,57,10105,12057010105,0.807,0.91,0.14800000000000002,0.005,0.305,10.89,53860.0,4812.0,1496.0,80.7,91.0,0.5,30.5,53860.0,14.8,1496.0,1362.0,1208.0,4812.0,22.0,4812.0,1470.0,3169.0,470.0,1362,1208,1362,0,1208,154,134,4774,1421,1310,0,1023,287,111,12
12,57,10106,12057010106,0.8740000000000001,0.9279999999999999,0.226,0.035,0.17300000000000001,11.27,78264.0,5310.0,1688.0,87.4,92.8,3.5,17.3,78264.0,22.6,1688.0,1566.0,1476.0,5310.0,185.0,5310.0,918.0,3568.0,806.0,1566,1476,1566,0,1476,90,122,5229,1246,1246,0,1199,47,0,12
12,57,10107,12057010107,0.7759999999999999,0.877,0.134,0.018000000000000002,0.201,10.65,42315.0,3624.0,1690.0,77.6,87.7,1.8,20.1,42315.0,13.4,1690.0,1482.0,1311.0,3624.0,67.0,3624.0,730.0,2957.0,396.0,1482,1311,1482,38,1311,133,208,3570,497,481,20,453,8,16,12
12,57,10108,12057010108,0.7659999999999999,0.9279999999999999,0.168,0.015,0.115,11.06,63264.0,2239.0,753.0,76.6,92.8,1.5,11.5,63264.0,16.8,753.0,699.0,577.0,2239.0,34.0,2239.0,257.0,1715.0,288.0,699,577,699,0,570,129,54,2233,419,419,0,405,14,0,12
12,57,10203,12057010203,0.8170000000000001,0.826,0.133,0.265,0.09300000000000001,10.57,39018.0,1904.0,766.0,81.7,82.6,26.5,9.3,39018.0,13.3,766.0,633.0,626.0,1904.0,505.0,1904.0,178.0,1273.0,169.0,633,626,633,0,615,18,133,1904,409,376,0,376,0,33,12
12,57,10204,12057010204,0.929,0.958,0.27,0.26899999999999996,0.247,10.9,54222.0,5973.0,1802.0,92.9,95.8,26.9,24.7,54222.0,27.0,1802.0,1726.0,1674.0,5973.0,1609.0,5973.0,1478.0,3463.0,934.0,1726,1674,1726,0,1657,69,76,5973,1384,1339,0,1339,0,45,12
12,57,10205,12057010205,0.92,0.965,0.46299999999999997,0.18100000000000002,0.188,11.45,94254.0,10608.0,3417.0,92.0,96.5,18.1,18.8,94254.0,46.3,3417.0,3296.0,3145.0,10608.0,1917.0,10608.0,1999.0,6937.0,3215.0,3296,3145,3296,0,3145,151,121,10608,2886,2886,0,2705,181,0,12
12,57,10209,12057010209,0.948,0.982,0.541,0.24,0.17800000000000002,11.43,91901.0,14271.0,4367.0,94.8,98.2,24.0,17.8,91901.0,54.1,4367.0,4290.0,4138.0,14271.0,3426.0,14271.0,2547.0,9544.0,5160.0,4290,4138,4290,0,4117,173,77,14271,3390,3350,0,3290,60,40,12
12,57,10210,12057010210,0.9520000000000001,0.995,0.47600000000000003,0.248,0.23800000000000002,11.14,68857.0,4631.0,1562.0,95.2,99.5,24.8,23.8,68857.0,47.6,1562.0,1554.0,1487.0,4631.0,1149.0,4631.0,1103.0,2807.0,1336.0,1554,1487,1554,0,1487,67,8,4631,1340,1340,0,1260,80,0,12
12,57,10211,12057010211,0.968,0.98,0.5820000000000001,0.242,0.18600000000000003,11.31,81692.0,6215.0,2118.0,96.8,98.0,24.2,18.6,81692.0,58.2,2118.0,2076.0,2050.0,6215.0,1503.0,6215.0,1154.0,3980.0,2318.0,2076,2050,2076,0,2040,36,42,6215,1597,1557,0,1491,66,40,12
12,57,10212,12057010212,0.9840000000000001,0.9940000000000001,0.6709999999999999,0.124,0.115,11.57,106200.0,5597.0,1858.0,98.4,99.4,12.4,11.5,106200.0,67.1,1858.0,1847.0,1828.0,5597.0,693.0,5597.0,643.0,3709.0,2490.0,1847,1828,1847,0,1828,19,11,5597,1387,1387,0,1375,12,0,12
12,57,10213,12057010213,0.8340000000000001,0.9209999999999999,0.196,0.237,0.073,10.52,37039.0,1962.0,699.0,83.4,92.1,23.7,7.3,37039.0,19.6,699.0,644.0,583.0,1962.0,465.0,1962.0,144.0,1459.0,286.0,644,583,644,0,583,61,55,1953,339,339,0,291,48,0,12
12,57,10214,12057010214,0.81,0.81,0.303,0.0,0.153,10.64,41875.0,249.0,116.0,81.0,81.0,0.0,15.3,41875.0,30.3,116.0,94.0,94.0,249.0,0.0,249.0,38.0,221.0,67.0,94,94,94,0,90,4,22,249,23,23,0,15,8,0,12
12,57,10303,12057010303,0.71,0.9329999999999999,0.11800000000000001,0.069,0.11,10.53,37500.0,3699.0,1230.0,71.0,93.3,6.9,11.0,37500.0,11.8,1230.0,1147.0,873.0,3699.0,256.0,3699.0,406.0,2316.0,273.0,1147,873,1147,7,866,274,83,3692,1121,1083,0,1073,10,38,12
12,57,10304,12057010304,0.764,0.92,0.273,0.07,0.10800000000000001,11.06,63854.0,4009.0,1347.0,76.4,92.0,7.0,10.8,63854.0,27.3,1347.0,1239.0,1029.0,4009.0,282.0,4009.0,433.0,2885.0,788.0,1239,1029,1239,0,1020,219,108,4009,928,928,0,805,123,0,12
12,57,10305,12057010305,0.893,0.9229999999999999,0.237,0.27399999999999997,0.094,10.75,46458.0,4075.0,1278.0,89.3,92.3,27.4,9.4,46458.0,23.7,1278.0,1179.0,1141.0,4075.0,1115.0,4075.0,383.0,2725.0,647.0,1179,1141,1179,0,1119,60,99,3991,892,892,0,892,0,0,12
12,57,10401,12057010401,0.94,0.94,0.311,0.353,0.196,10.65,42244.0,5846.0,2246.0,94.0,94.0,35.3,19.6,42244.0,31.1,2246.0,2111.0,2111.0,5846.0,2066.0,5846.0,1146.0,3731.0,1161.0,2111,2111,2111,0,2094,17,135,5846,1563,1563,0,1563,0,0,12
12,57,10402,12057010402,0.818,0.9329999999999999,0.209,0.484,0.231,10.55,38197.0,6200.0,2360.0,81.8,93.3,48.4,23.1,38197.0,20.9,2360.0,2203.0,1931.0,6200.0,3000.0,6200.0,1432.0,3811.0,798.0,2203,1931,2203,0,1931,272,157,6200,1818,1807,0,1765,42,11,12
12,57,10501,12057010501,0.774,0.8859999999999999,0.14,0.7909999999999999,0.14,10.43,33699.0,6450.0,2268.0,77.4,88.6,79.1,14.0,33699.0,14.0,2268.0,2010.0,1755.0,6450.0,5104.0,6450.0,901.0,3891.0,546.0,2010,1755,2010,15,1711,284,258,6444,1827,1808,0,1185,623,19,12
12,57,10502,12057010502,0.825,0.899,0.191,0.581,0.40399999999999997,10.8,48861.0,2816.0,1017.0,82.5,89.9,58.1,40.4,48861.0,19.1,1017.0,914.0,839.0,2816.0,1635.0,2816.0,1137.0,1950.0,372.0,914,839,914,0,827,87,103,2809,744,711,0,617,94,33,12
12,57,10600,12057010600,0.902,0.9309999999999999,0.419,0.27399999999999997,0.23800000000000002,11.3,80600.0,3419.0,1108.0,90.2,93.1,27.4,23.8,80600.0,41.9,1108.0,1032.0,999.0,3419.0,936.0,3419.0,813.0,2277.0,954.0,1032,999,1032,0,999,33,76,3390,970,872,0,833,39,98,12
12,57,10701,12057010701,0.963,0.993,0.309,0.24100000000000002,0.302,11.2,73480.0,6162.0,2052.0,96.3,99.3,24.1,30.2,73480.0,30.9,2052.0,2037.0,1977.0,6162.0,1488.0,6162.0,1864.0,4552.0,1407.0,2037,1977,2037,0,1977,60,15,6123,1088,1088,0,1071,17,0,12
12,57,10702,12057010702,0.862,0.9229999999999999,0.505,0.158,0.222,11.16,70603.0,2915.0,1020.0,86.2,92.3,15.8,22.2,70603.0,50.5,1020.0,941.0,879.0,2915.0,462.0,2915.0,647.0,1836.0,928.0,941,879,941,0,873,68,79,2484,474,447,0,433,14,27,12
12,57,10805,12057010805,0.73,0.858,0.051,0.358,0.5820000000000001,10.14,25266.0,6199.0,2044.0,73.0,85.8,35.8,58.2,25266.0,5.1,2044.0,1754.0,1492.0,6199.0,2222.0,6199.0,3607.0,3350.0,170.0,1754,1492,1754,0,1454,300,290,6190,2213,2096,0,1795,301,117,12
12,57,10808,12057010808,0.684,0.93,0.228,0.203,0.496,10.36,31684.0,2311.0,1066.0,68.4,93.0,20.3,49.6,31684.0,22.8,1066.0,991.0,729.0,2311.0,468.0,2311.0,1147.0,1335.0,304.0,991,729,991,0,729,262,75,2283,292,292,0,191,101,0,12
12,57,10809,12057010809,0.897,1.0,0.405,0.142,0.22,10.54,37785.0,3105.0,1141.0,89.7,100.0,14.2,22.0,37785.0,40.5,1141.0,1141.0,1023.0,3105.0,442.0,3105.0,683.0,1687.0,684.0,1141,1023,1141,0,1023,118,0,3105,324,324,0,324,0,0,12
12,57,10810,12057010810,0.907,0.9329999999999999,0.526,0.17600000000000002,0.14800000000000002,11.03,61782.0,3632.0,1673.0,90.7,93.3,17.6,14.8,61782.0,52.6,1673.0,1561.0,1517.0,3632.0,639.0,3632.0,536.0,2411.0,1267.0,1561,1517,1561,8,1492,61,112,3632,617,569,0,569,0,48,12
12,57,10811,12057010811,0.871,0.938,0.47700000000000004,0.272,0.121,10.74,46132.0,6640.0,2787.0,87.1,93.8,27.2,12.1,46132.0,47.7,2787.0,2614.0,2427.0,6640.0,1809.0,6640.0,805.0,4056.0,1933.0,2614,2427,2614,0,2409,205,173,6574,1574,1340,0,1306,34,234,12
12,57,10812,12057010812,0.723,0.991,0.537,0.213,0.23,10.18,26454.0,5951.0,2447.0,72.3,99.1,21.3,23.0,26454.0,53.7,2447.0,2426.0,1769.0,5951.0,1266.0,5951.0,1370.0,2315.0,1242.0,2426,1769,2426,0,1769,657,21,5703,586,586,0,522,64,0,12
12,57,10813,12057010813,0.755,0.9440000000000001,0.48,0.20800000000000002,0.136,10.24,27948.0,5649.0,2224.0,75.5,94.4,20.8,13.6,27948.0,48.0,2224.0,2100.0,1679.0,5649.0,1173.0,5649.0,769.0,1937.0,930.0,2100,1679,2100,0,1668,432,124,5231,229,229,0,229,0,0,12
12,57,10814,12057010814,0.7909999999999999,0.904,0.36,0.488,0.128,10.4,32849.0,2578.0,1064.0,79.1,90.4,48.8,12.8,32849.0,36.0,1064.0,962.0,842.0,2578.0,1257.0,2578.0,329.0,1598.0,575.0,962,842,962,0,842,120,102,2471,385,385,0,364,21,0,12
12,57,10815,12057010815,0.6890000000000001,0.845,0.11699999999999999,0.44799999999999995,0.46,9.94,20676.0,2274.0,858.0,68.9,84.5,44.8,46.0,20676.0,11.7,858.0,725.0,591.0,2274.0,1018.0,2274.0,1045.0,1358.0,159.0,725,591,725,5,579,141,133,2274,740,716,0,479,237,24,12
12,57,10816,12057010816,0.655,0.838,0.10400000000000001,0.532,0.35,10.15,25697.0,3897.0,1581.0,65.5,83.8,53.2,35.0,25697.0,10.4,1581.0,1325.0,1036.0,3897.0,2074.0,3897.0,1365.0,2476.0,257.0,1325,1036,1325,0,1028,297,256,3781,908,878,0,659,219,30,12
12,57,10817,12057010817,0.6990000000000001,0.8490000000000001,0.09300000000000001,0.247,0.5329999999999999,10.07,23521.0,4786.0,1791.0,69.9,84.9,24.7,53.3,23521.0,9.3,1791.0,1520.0,1252.0,4786.0,1182.0,4786.0,2551.0,2889.0,270.0,1520,1252,1520,0,1225,295,271,4786,1351,1303,0,1142,161,48,12
12,57,10818,12057010818,0.6940000000000001,0.857,0.08800000000000001,0.368,0.489,10.18,26250.0,5066.0,1923.0,69.4,85.7,36.8,48.9,26250.0,8.8,1923.0,1648.0,1334.0,5066.0,1863.0,5066.0,2475.0,3426.0,300.0,1648,1334,1648,0,1334,314,275,4659,1050,996,0,835,161,54,12
12,57,10900,12057010900,0.0,0.0,0.19699999999999998,0.165,0.17300000000000001,,-666666666.0,5331.0,11.0,0.0,0.0,16.5,17.3,-666666666.0,19.7,11.0,0.0,0.0,5331.0,882.0,5331.0,923.0,61.0,12.0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12
12,57,11003,12057011003,0.825,0.9009999999999999,0.29600000000000004,0.18100000000000002,0.375,10.64,41625.0,5089.0,2205.0,82.5,90.1,18.1,37.5,41625.0,29.6,2205.0,1986.0,1820.0,5089.0,919.0,5089.0,1906.0,3612.0,1070.0,1986,1820,1986,0,1807,179,219,5044,835,823,0,823,0,12,12
12,57,11005,12057011005,0.9329999999999999,0.9279999999999999,0.455,0.018000000000000002,0.151,11.44,92583.0,2865.0,1055.0,93.3,92.8,1.8,15.1,92583.0,45.5,1055.0,979.0,984.0,2865.0,51.0,2865.0,434.0,2085.0,948.0,979,984,979,0,973,6,76,2865,590,590,0,590,0,0,12
12,57,11006,12057011006,0.9840000000000001,0.988,0.413,0.059000000000000004,0.127,11.25,76992.0,5770.0,1997.0,98.4,98.8,5.9,12.7,76992.0,41.3,1997.0,1973.0,1966.0,5770.0,341.0,5770.0,731.0,3935.0,1624.0,1973,1966,1973,0,1958,15,24,5661,1261,1261,0,1261,0,0,12
12,57,11007,12057011007,0.94,0.94,0.389,0.023,0.12300000000000001,11.42,90712.0,3163.0,1259.0,94.0,94.0,2.3,12.3,90712.0,38.9,1259.0,1184.0,1183.0,3163.0,73.0,3163.0,388.0,2507.0,974.0,1184,1183,1184,0,1139,45,75,3138,572,572,0,572,0,0,12
12,57,11008,12057011008,0.976,0.981,0.639,0.15,0.174,11.28,79306.0,6712.0,2863.0,97.6,98.1,15.0,17.4,79306.0,63.9,2863.0,2808.0,2794.0,6712.0,1007.0,6712.0,1170.0,4670.0,2985.0,2808,2794,2808,0,2794,14,55,6712,1419,1419,0,1419,0,0,12
12,57,11010,12057011010,0.838,0.9670000000000001,0.446,0.192,0.159,10.75,46696.0,5878.0,2231.0,83.8,96.7,19.2,15.9,46696.0,44.6,2231.0,2157.0,1870.0,5878.0,1130.0,5878.0,937.0,3517.0,1568.0,2157,1870,2157,8,1870,279,74,5878,1000,1000,0,970,30,0,12
12,57,11012,12057011012,0.9670000000000001,0.983,0.6609999999999999,0.08800000000000001,0.087,11.57,105500.0,7296.0,2540.0,96.7,98.3,8.8,8.7,105500.0,66.1,2540.0,2496.0,2455.0,7296.0,642.0,7296.0,636.0,4999.0,3303.0,2496,2455,2496,0,2455,41,44,7296,2054,2054,0,1996,58,0,12
12,57,11013,12057011013,0.925,0.981,0.616,0.188,0.11800000000000001,11.49,97679.0,4349.0,1751.0,92.5,98.1,18.8,11.8,97679.0,61.6,1751.0,1717.0,1620.0,4349.0,817.0,4349.0,515.0,2985.0,1839.0,1717,1620,1717,0,1620,97,34,4349,1047,1047,0,1047,0,0,12
12,57,11014,12057011014,0.9109999999999999,0.95,0.539,0.348,0.364,11.1,65972.0,1416.0,562.0,91.1,95.0,34.8,36.4,65972.0,53.9,562.0,534.0,512.0,1416.0,493.0,1416.0,515.0,920.0,496.0,534,512,534,0,512,22,28,1416,355,355,0,355,0,0,12
12,57,11015,12057011015,0.882,0.985,0.588,0.192,0.145,10.87,52383.0,6981.0,2976.0,88.2,98.5,19.2,14.5,52383.0,58.8,2976.0,2930.0,2624.0,6981.0,1341.0,6981.0,1014.0,4465.0,2627.0,2930,2624,2930,0,2624,306,46,6981,886,886,0,799,87,0,12
12,57,11016,12057011016,0.977,1.0,0.653,0.14300000000000002,0.157,11.45,94010.0,4233.0,1463.0,97.7,100.0,14.3,15.7,94010.0,65.3,1463.0,1463.0,1429.0,4233.0,604.0,4233.0,666.0,2894.0,1889.0,1463,1429,1463,0,1429,34,0,4233,1055,1055,0,1025,30,0,12
12,57,11103,12057011103,0.8959999999999999,0.985,0.496,0.03,0.127,11.43,92188.0,3666.0,1446.0,89.6,98.5,3.0,12.7,92188.0,49.6,1446.0,1424.0,1295.0,3666.0,111.0,3666.0,466.0,2676.0,1328.0,1424,1295,1424,0,1295,129,22,3657,731,717,0,717,0,14,12
12,57,11106,12057011106,0.9209999999999999,0.9790000000000001,0.395,0.152,0.36700000000000005,10.76,47325.0,2052.0,998.0,92.1,97.9,15.2,36.7,47325.0,39.5,998.0,977.0,919.0,2052.0,312.0,2052.0,753.0,1493.0,590.0,977,919,977,0,913,64,21,2052,405,405,0,384,21,0,12
12,57,11107,12057011107,0.9470000000000001,0.978,0.46299999999999997,0.07400000000000001,0.28300000000000003,11.19,72500.0,6752.0,2488.0,94.7,97.8,7.4,28.3,72500.0,46.3,2488.0,2433.0,2356.0,6752.0,501.0,6752.0,1909.0,4886.0,2262.0,2433,2356,2433,0,2356,77,55,6730,1211,1211,0,1171,40,0,12
12,57,11108,12057011108,0.7959999999999999,0.84,0.322,0.054000000000000006,0.22,11.14,69130.0,1561.0,706.0,79.6,84.0,5.4,22.0,69130.0,32.2,706.0,593.0,562.0,1561.0,84.0,1561.0,344.0,1202.0,387.0,593,562,593,5,551,37,113,1556,272,272,0,251,21,0,12
12,57,11109,12057011109,0.95,0.9840000000000001,0.461,0.095,0.18899999999999997,11.59,108214.0,3906.0,1394.0,95.0,98.4,9.5,18.9,108214.0,46.1,1394.0,1371.0,1324.0,3906.0,370.0,3906.0,737.0,2799.0,1291.0,1371,1324,1371,0,1324,47,23,3906,850,850,0,816,34,0,12
12,57,11203,12057011203,0.9359999999999999,0.987,0.428,0.10400000000000001,0.19699999999999998,11.18,71375.0,3666.0,1353.0,93.6,98.7,10.4,19.7,71375.0,42.8,1353.0,1336.0,1266.0,3666.0,380.0,3666.0,722.0,2693.0,1152.0,1336,1266,1336,0,1266,70,17,3666,825,825,0,825,0,0,12
12,57,11204,12057011204,0.8759999999999999,0.895,0.256,0.10800000000000001,0.32,10.79,48582.0,6108.0,2486.0,87.6,89.5,10.8,32.0,48582.0,25.6,2486.0,2224.0,2178.0,6108.0,657.0,6108.0,1955.0,4511.0,1153.0,2224,2178,2224,0,2157,67,262,6090,1233,1201,0,1201,0,32,12
12,57,11205,12057011205,0.895,0.938,0.43,0.061,0.12,11.0,59663.0,2849.0,1157.0,89.5,93.8,6.1,12.0,59663.0,43.0,1157.0,1085.0,1035.0,2849.0,175.0,2849.0,343.0,1999.0,860.0,1085,1035,1085,0,1035,50,72,2843,549,549,0,530,19,0,12
12,57,11206,12057011206,0.7290000000000001,0.878,0.218,0.162,0.312,10.22,27583.0,2711.0,1239.0,72.9,87.8,16.2,31.2,27583.0,21.8,1239.0,1088.0,903.0,2711.0,440.0,2711.0,846.0,2034.0,443.0,1088,903,1088,6,903,179,151,2615,496,496,0,447,49,0,12
12,57,11301,12057011301,0.917,0.929,0.456,0.151,0.27899999999999997,11.24,76250.0,3935.0,1360.0,91.7,92.9,15.1,27.9,76250.0,45.6,1360.0,1264.0,1247.0,3935.0,595.0,3935.0,1097.0,2824.0,1287.0,1264,1247,1264,0,1240,24,96,3790,702,687,0,687,0,15,12
12,57,11303,12057011303,0.902,0.932,0.41700000000000004,0.057999999999999996,0.41,10.9,54361.0,3137.0,1373.0,90.2,93.2,5.8,41.0,54361.0,41.7,1373.0,1280.0,1239.0,3137.0,181.0,3137.0,1287.0,2452.0,1022.0,1280,1239,1280,0,1239,41,93,3128,597,597,0,580,17,0,12
12,57,11304,12057011304,0.943,0.975,0.544,0.03,0.312,11.46,94961.0,5666.0,2147.0,94.3,97.5,3.0,31.2,94961.0,54.4,2147.0,2094.0,2025.0,5666.0,170.0,5666.0,1770.0,3938.0,2142.0,2094,2025,2094,0,1988,106,53,5660,1228,1228,0,1177,51,0,12
12,57,11407,12057011407,0.9109999999999999,0.9840000000000001,0.5379999999999999,0.031,0.20800000000000002,11.2,73000.0,2258.0,1084.0,91.1,98.4,3.1,20.8,73000.0,53.8,1084.0,1067.0,987.0,2258.0,71.0,2258.0,469.0,1779.0,957.0,1067,987,1067,0,978,89,17,2258,331,331,0,331,0,0,12
